Family_name	A	C	G	U	purines	pyrimidines	total_atoms	total_residues	HBA	HBD	polar	anion	cation	hydrophobic	others	total_heavy_atoms	r_sasa	r_polar_sasa	r_nonpolar_sasa	pocket_depth	mol_sa	polar_sa	nonpolar_sa	pmi_1	pmi_2	pmi_3	npr1	npr2	asphericity	eccentricity	spherocity_index	inertial_shape_factor	roughness_0.4	roughness_0.8	roughness_1.6	roughness_3.2	alpha	beta	gamma	delta	epsilon	zeta	e_z	chi	phase_angle	st_C3'_endo	st_C2'_endo	st_C3'_exo	st_C2'_exo	ssZp	Dp	splay	eta	eta'	theta'	eta''	theta''	v0	v1	v2	v3	v4	tm	P	pucker_C3'_endo	pucker_C2'_endo	pucker_C3'_exo	pucker_C2'_exo	suite	class
Neg_1	2.0	1.0	3.0	4.0	5.0	5.0	213.0	10.0	40.0	13.0	30.0	20.0	0.0	67.0	43.0	213.0	1480.19834	1219.35062	260.84772	1.9812	6556.222	4507.445	2048.777	112780.156175691	164337.065478465	190087.273976048	0.59331	0.86453	0.06128	0.0	0.72418	1e-05	5.8207645412863	22.8165793705967	-9.70049855721529	-2.98984685026598	-27.94	94.58	42.94	94.09	-136.64	-40.47	-24.2	-152.28	44.45	8.0	2.0	0.0	0.0	3.716	3.899	29.575	131.5	-74.55	-68.7	-82.02	-43.57	-2.77	-12.29	21.94	-24.15	16.93	38.28	44.45	8.0	2.0	0.0	0.0	0.7048	0
Neg_2	2.0	2.0	0.0	2.0	2.0	4.0	124.0	6.0	24.0	6.0	16.0	12.0	0.0	42.0	24.0	124.0	995.45516	755.13715	240.31801	1.8978	19230.904	12926.865	6304.039	36573.8079626866	70197.9166972872	78745.1443928682	0.46446	0.89146	0.11961	1e-05	0.59144	2e-05	5.22599727435432	20.5728872598982	-8.76397958874953	-2.5922440476191	-30.1	-7.45	79.88333	77.71667	-143.0	-74.83333	-68.16667	-165.91667	21.05	6.0	0.0	0.0	0.0	4.43667	4.60833	21.21667	166.35	0.95	-147.25	-136.9	-120.11667	-1.8	-22.81667	37.26667	-39.41667	25.88333	40.13333	21.05	6.0	0.0	0.0	0.0	0.53533	0
Neg_3	1.0	1.0	3.0	0.0	4.0	1.0	111.0	5.0	20.0	8.0	18.0	10.0	0.0	32.0	23.0	111.0	825.9067	687.02944	138.87726	1.90226	9380.479	6292.587	3087.892	40722.1453259703	58498.1725003201	79080.5880630359	0.51494	0.73973	0.09754	1e-05	0.68517	2e-05	5.1202881582313	20.2281697033241	-8.59389757386827	-2.54408622106492	16.98	98.54	41.4	83.46	-146.74	-48.48	-26.4	-162.78	13.78	5.0	0.0	0.0	0.0	4.414	4.612	23.834	162.02	-31.38	-129.64	-139.46	-112.68	3.32	-25.7	37.12	-36.2	20.82	38.24	13.78	5.0	0.0	0.0	0.0	0.466	0
Neg_4	2.0	1.0	3.0	1.0	5.0	2.0	153.0	7.0	28.0	10.0	24.0	14.0	0.0	46.0	31.0	153.0	1036.4668	863.77595	172.69085	2.03208	5347.928	3725.606	1622.322	62919.0703946635	99042.8343594699	119321.952019546	0.52731	0.83005	0.08744	1e-05	0.67106	1e-05	5.43217836583127	21.1280485561861	-9.13643967658897	-2.71940414434401	-6.51429	70.77143	39.31429	81.08571	-140.41429	-50.82857	-38.0	-138.67143	16.6	7.0	0.0	0.0	0.0	3.28571	4.64143	38.52143	167.4	-74.12857	-115.97143	-128.77143	-89.04286	1.27143	-23.71429	35.95714	-36.18571	22.04286	37.77143	16.6	7.0	0.0	0.0	0.0	0.625	0
Neg_5	1.0	1.0	1.0	2.0	2.0	3.0	105.0	5.0	20.0	6.0	14.0	10.0	0.0	34.0	21.0	105.0	597.00398	475.03353	121.97045	2.13512	10565.412	6287.223	4278.189	19177.6491741874	73135.5972749449	77325.9432017359	0.24801	0.94581	0.26976	1e-05	0.33915	5e-05	5.00747336285455	18.8829475834402	-7.72928071490174	-2.36109523771449	-71.44	-27.92	58.24	87.66	-125.24	-47.64	-5.6	-160.42	25.54	5.0	0.0	0.0	0.0	3.746	4.006	32.29	110.58	-92.9	-92.52	-124.84	-69.48	-3.82	-19.26	33.66	-36.68	25.44	37.48	25.54	4.0	0.0	0.0	0.0	0.658	0
Neg_6	2.0	2.0	2.0	1.0	4.0	3.0	226.0	7.0	28.0	9.0	22.0	14.0	0.0	47.0	30.0	150.0	1435.74616	1353.62747	82.11869	1.70029	14289.785	11287.58	3002.205	68255.5533010341	98001.0143883492	126669.038642657	0.53885	0.77368	0.08445	1e-05	0.69904	1e-05	5.84501956221128	23.2758065580914	-9.63344051034887	-2.92539878142787	44.04286	-70.94286	36.67143	100.85714	-133.53333	-64.03333	-9.66667	-148.14286	58.64286	5.0	2.0	0.0	0.0	3.85333	4.03667	29.92333	113.48333	-111.61667	-114.15	-79.28333	-99.93333	-2.5	-8.62857	15.88571	-17.7	12.7	37.35714	58.64286	5.0	2.0	0.0	0.0	0.58914	0
Neg_7	4.0	4.0	6.0	4.0	10.0	8.0	386.0	18.0	72.0	24.0	56.0	36.0	0.0	120.0	78.0	386.0	2430.80469	1932.05419	498.7505	2.08445	3829.385	2659.465	1169.92	264037.46163001	582319.106013648	611544.08874252	0.43176	0.95221	0.14239	0.0	0.54332	0.0	6.41825708161381	24.9280596046319	-10.6593592485936	-3.40283042139746	-55.27778	39.07222	55.12222	85.00556	-121.26667	-49.46667	-31.72222	-157.32222	49.33889	16.0	2.0	0.0	0.0	3.96167	4.20444	36.22	92.37222	-70.92222	-97.64444	-94.32778	-61.14444	-0.59444	-19.62222	31.33333	-32.39444	20.80556	41.48333	49.33889	15.0	2.0	0.0	1.0	0.38989	0
Neg_8	2.0	3.0	5.0	3.0	7.0	6.0	276.0	13.0	52.0	18.0	40.0	24.0	0.0	86.0	56.0	276.0	1871.32672	1403.97463	467.35209	2.03586	2327.904	1545.689	782.215	166779.062850323	324542.061798294	378792.126225253	0.44029	0.85678	0.13155	0.0	0.57503	1e-05	6.04477464267701	23.7397188470253	-10.1863309356135	-3.24674224162418	-53.68182	47.59091	37.16667	82.50769	-130.075	-74.2	-55.83333	-154.05385	42.42308	13.0	0.0	0.0	0.0	3.64583	4.36917	44.91833	67.63636	-20.25455	-80.36364	-98.01818	-93.55455	3.05385	-26.56923	38.71538	-37.82308	21.98462	40.23846	42.42308	12.0	0.0	0.0	1.0	0.3912	0
Neg_9	1.0	1.0	2.0	2.0	3.0	3.0	128.0	6.0	24.0	8.0	18.0	12.0	0.0	40.0	26.0	128.0	939.49756	755.93808	183.55948	2.01571	13305.341	8159.306	5146.035	38104.5343231816	68992.5130431518	80457.9147596141	0.4736	0.8575	0.11349	1e-05	0.60949	2e-05	5.1947583475292	20.6028360290615	-8.74861794043208	-2.63819615086296	13.28333	-60.48333	88.06667	79.58333	-147.35	-79.78333	-67.83333	-155.31667	15.28333	6.0	0.0	0.0	0.0	4.08833	4.62833	22.44	164.13333	58.48333	-146.61667	-144.58333	-121.41667	2.15	-26.63333	39.96667	-39.73333	23.63333	41.71667	15.28333	6.0	0.0	0.0	0.0	0.627	0
Neg_10	3.0	4.0	4.0	4.0	7.0	8.0	477.0	15.0	60.0	19.0	44.0	28.0	0.0	101.0	63.0	315.0	2350.14498	2201.60668	148.5383	2.01895	2692.155	2058.613	633.542	227493.055763134	362169.059303377	428325.606578005	0.53112	0.84555	0.08577	0.0	0.67042	0.0	6.62497143251859	25.4047010647122	-10.5310610027317	-3.27575975168715	-47.1	119.83571	37.41333	95.95333	-130.56667	-53.98667	-4.53333	-73.69333	51.92667	11.0	4.0	0.0	0.0	3.09067	3.758	35.62467	96.8	-71.17857	-42.43571	-41.75	-21.53571	-5.24667	-8.14	17.72667	-21.25333	16.64	38.34	51.92667	11.0	4.0	0.0	0.0	0.1542	0
Neg_11	1.0	3.0	1.0	0.0	2.0	3.0	105.0	5.0	20.0	6.0	14.0	10.0	0.0	34.0	21.0	105.0	178.80021	125.66457	53.13564	3.34619	2963.5	2013.896	949.604	27766.6299644446	148856.94133998	153180.964627309	0.18127	0.97177	0.32774	1e-05	0.25257	3e-05	4.61199521116335	16.0793219806168	-6.66556779514324	-2.20787708050518	-26.9	101.3	10.26	83.82	-139.5	-85.84	-53.6	-159.86	85.7	5.0	0.0	0.0	0.0	4.312	4.654	26.202	166.48	-35.36	-147.44	-139.62	-123.84	3.24	-27.1	39.26	-38.38	22.22	41.0	85.7	4.0	0.0	0.0	1.0	0.7542	0
Neg_12	1.0	2.0	2.0	2.0	3.0	4.0	148.0	7.0	28.0	9.0	20.0	14.0	0.0	47.0	30.0	148.0	1254.24299	969.24269	285.0003	1.88752	5398.97	3659.125	1739.845	65301.7678885054	69576.1891267713	105396.693699303	0.61958	0.66014	0.07196	1e-05	0.81534	1e-05	5.42463636679523	21.4678749721341	-9.32183534023192	-2.75197196095576	-54.65714	161.31429	52.92857	78.0	-145.72857	-77.95714	-67.71429	-165.07143	15.48571	7.0	0.0	0.0	0.0	4.48286	4.66571	28.05714	117.98571	27.02857	-148.42857	-144.35714	-129.1	2.1	-26.48571	39.45714	-39.25714	23.41429	41.35714	15.48571	7.0	0.0	0.0	0.0	0.55243	0
Neg_13	3.0	0.0	1.0	0.0	4.0	0.0	89.0	4.0	16.0	5.0	16.0	8.0	0.0	27.0	17.0	89.0	840.59701	582.16458	258.43243	1.85908	6366.028	4258.714	2107.314	18575.858846074	73219.6003200599	86325.2517197248	0.21518	0.84818	0.2944	1e-05	0.31286	5e-05	4.87444986354053	19.5486367270397	-8.48257312200684	-2.56057611137731	-22.05	130.825	30.4	79.275	-139.375	51.225	79.25	-18.625	22.025	4.0	0.0	0.0	0.0	2.27	4.4725	70.2375	0.7	11.175	-4.275	-38.925	-17.925	-2.1	-21.075	34.975	-37.175	24.675	37.95	22.025	4.0	0.0	0.0	0.0	0.23	0
Neg_14	4.0	7.0	5.0	1.0	9.0	8.0	374.0	17.0	69.0	22.0	55.0	36.0	0.0	118.0	74.0	374.0	2782.46285	2173.81823	608.64462	1.99597	5347.928	3725.606	1622.322	291003.340346434	1012261.6485055	1104882.95159683	0.26338	0.91617	0.25561	0.0	0.36252	0.0	6.40247212449329	25.024065737432	-10.785649687499	-3.44594809684714	-24.77647	-14.11176	73.54706	87.28824	-142.36875	-52.84375	-44.5	-119.04706	26.93529	16.0	1.0	0.0	0.0	4.26	4.51813	34.47812	102.95	-63.70625	-118.325	-120.75625	-92.76875	-0.41765	-18.83529	29.81765	-30.93529	19.76471	35.91176	26.93529	16.0	1.0	0.0	0.0	0.46053	0
Neg_15	2.0	0.0	2.0	1.0	4.0	1.0	164.0	5.0	20.0	7.0	18.0	10.0	0.0	33.0	22.0	110.0	873.65022	853.12052	20.5297	1.78367	4815.988	3947.566	868.422	22430.4948960437	74427.1881801334	83952.2334776532	0.26718	0.88654	0.2513	1e-05	0.37217	4e-05	5.50117706213595	21.6620951497725	-8.98584964785946	-2.61530778790989	-62.54	170.18	54.48	79.12	-147.92	-73.28	-74.6	-166.2	16.38	5.0	0.0	0.0	0.0	4.564	4.652	22.68	167.62	-107.18	-146.66	-139.5	-122.44	1.52	-24.54	36.94	-37.08	22.38	38.54	16.38	5.0	0.0	0.0	0.0	0.8662	0
Neg_16	0.0	2.0	3.0	0.0	3.0	2.0	165.0	5.0	20.0	8.0	16.0	10.0	0.0	32.0	23.0	109.0	780.44974	744.22088	36.22886	1.784	3107.405	2480.654	626.751	30751.2270079641	50450.2955617083	64859.5050175805	0.47412	0.77784	0.11426	1e-05	0.63161	3e-05	5.50819166702084	21.6956882292175	-8.84058478705936	-2.52777818329937	-62.12	29.46	54.32	78.98	-155.25	-72.175	-83.25	-163.12	16.02	5.0	0.0	0.0	0.0	4.54	4.645	24.8675	168.225	0.525	-151.375	-142.325	-128.675	1.84	-25.42	38.0	-37.98	22.78	39.6	16.02	5.0	0.0	0.0	0.0	0.8704	0
Neg_17	1.0	0.0	1.0	2.0	2.0	2.0	85.0	4.0	16.0	5.0	12.0	8.0	0.0	27.0	17.0	85.0	448.80982	347.36906	101.44076	2.06044	7012.598	4710.218	2302.38	18962.3472157655	32271.4808600398	39000.1043511446	0.48621	0.82747	0.10676	2e-05	0.63044	4e-05	4.79833091212838	18.4774713582338	-7.47795179899637	-2.18494631773405	12.6	154.625	-20.125	100.325	-147.225	-89.2	-58.0	-156.45	52.7	3.0	1.0	0.0	0.0	3.69	3.9125	31.8975	81.35	-9.05	-67.15	-72.3	-40.575	0.7	-13.925	21.1	-21.225	12.975	40.75	52.7	3.0	1.0	0.0	0.0	0.1665	0
Neg_18	1.0	4.0	4.0	0.0	5.0	4.0	194.0	9.0	36.0	13.0	28.0	18.0	0.0	59.0	40.0	194.0	1012.08273	787.46387	224.61886	2.20149	2295.134	1527.929	767.205	127010.280185555	135297.80303056	189895.563266932	0.66884	0.71249	0.04968	0.0	0.84261	1e-05	5.65953606920472	22.3202479696254	-9.49644344496347	-2.95417428070498	-62.61111	54.12222	51.1	80.16667	-152.73333	-71.52222	-81.33333	-160.61111	14.03333	9.0	0.0	0.0	0.0	4.44889	4.64667	22.96111	168.13333	60.83333	-145.74444	-139.92222	-118.03333	3.26667	-27.52222	40.02222	-39.06667	22.58889	41.33333	14.03333	9.0	0.0	0.0	0.0	0.8706	0
Neg_19	2.0	3.0	2.0	1.0	4.0	4.0	170.0	8.0	32.0	10.0	24.0	16.0	0.0	54.0	34.0	170.0	796.57385	638.37453	158.19932	2.4013	4328.196	2947.682	1380.514	91294.0990322246	114819.937555117	134451.806987681	0.67901	0.85399	0.03538	1e-05	0.8042	1e-05	5.45485044116582	20.6959756767257	-8.44705555041974	-2.80097074441384	-60.6625	166.4125	55.975	82.75	-145.375	-84.575	-60.75	-161.5875	15.2375	8.0	0.0	0.0	0.0	4.3225	4.62125	29.0175	170.8875	-128.5	-106.4625	-126.775	-84.1875	2.175	-26.3875	39.2	-38.825	23.175	40.925	15.2375	8.0	0.0	0.0	0.0		0
Neg_20	2.0	0.0	2.0	1.0	4.0	1.0	110.0	5.0	20.0	7.0	18.0	10.0	0.0	33.0	22.0	110.0	858.31089	681.99713	176.31376	1.92057	5951.929	4084.212	1867.717	22931.056437658	64793.2656742536	74456.7866630882	0.30798	0.87021	0.21917	1e-05	0.42417	4e-05	5.09091942210216	20.2477677817201	-8.56521540133872	-2.53257113644347	-61.04	165.7	54.04	78.8	-143.14	-76.44	-66.8	-161.72	14.34	5.0	0.0	0.0	0.0	4.462	4.718	22.752	166.98	-36.02	-144.3	-140.82	-116.18	3.06	-26.8	39.06	-38.3	22.28	40.34	14.34	5.0	0.0	0.0	0.0		0
Neg_21	2.0	2.0	5.0	0.0	7.0	2.0	199.0	9.0	36.0	14.0	32.0	18.0	0.0	58.0	41.0	199.0	1270.27413	1003.3883	266.88583	2.0977	6915.325	4767.664	2147.661	83718.7248911673	182984.126285068	212243.502832051	0.39445	0.86214	0.15916	0.0	0.52439	1e-05	5.64420666472728	22.1521132157324	-9.36003481491286	-2.87616260659072	-22.76667	86.21111	40.78889	100.33333	-118.97778	-82.86667	-75.88889	-152.15556	63.6	6.0	2.0	0.0	0.0	3.34556	3.42667	51.61	114.16667	-28.57778	-113.12222	-80.41111	-95.84444	-3.62222	-7.56667	15.31111	-17.81111	13.51111	36.1	63.6	6.0	3.0	0.0	0.0	0.51778	0
Neg_22	0.0	3.0	3.0	1.0	3.0	4.0	149.0	7.0	28.0	10.0	20.0	14.0	0.0	46.0	31.0	149.0	1300.83497	1036.36436	264.47061	1.90463	2418.153	1655.031	763.122	60909.8814276114	70034.7557249325	102535.01086415	0.59404	0.68303	0.07508	1e-05	0.78264	1e-05	5.38238502578089	21.4678749721341	-9.18646256453162	-2.78738934285583	-62.11429	71.92857	54.17143	78.65714	-150.88333	-70.85	-80.0	-163.67143	14.8	7.0	0.0	0.0	0.0	4.535	4.66	23.015	169.23333	-57.83333	-146.23333	-136.41667	-110.75	2.64286	-25.6	37.64286	-37.11429	21.71429	38.95714	14.8	7.0	0.0	0.0	0.0	0.79843	0
Neg_23	4.0	10.0	12.0	3.0	16.0	13.0	940.0	29.0	116.0	41.0	90.0	58.0	0.0	191.0	128.0	624.0	4929.79718999999	4682.23334	247.56385	1.78263	5693.845	4552.826	1141.019	611889.925492328	1630585.2171447	1849816.53722697	0.33078	0.88148	0.20281	0.0	0.44857	0.0	7.391348082427	29.1872292476922	-12.4546895467985	-3.97709852331081	-38.23103	80.59655	67.71034	82.92759	-120.73571	-56.46786	-64.17857	-154.51034	31.90345	28.0	1.0	0.0	0.0	4.29286	4.42964	35.24071	93.98929	-49.64643	-129.73929	-110.51429	-122.28929	2.33793	-23.67241	34.84828	-34.43448	20.24483	38.88966	31.90345	27.0	1.0	0.0	1.0	0.6671	0
Neg_24	3.0	0.0	1.0	0.0	4.0	0.0	89.0	4.0	16.0	5.0	16.0	8.0	0.0	27.0	17.0	89.0	876.0675	591.06722	285.00028	1.97406	2307.906	1540.795	767.111	32118.9278393752	41442.5362957779	66655.9511153101	0.48186	0.62174	0.13316	1e-05	0.6872	2e-05	4.8863713870819	19.2308247743258	-8.25419118560516	-2.55188028813551	-72.85	-77.6	16.8	115.675	-127.825	-92.1	-36.0	-49.45	95.7	2.0	2.0	0.0	0.0	2.7275	3.0175	84.41	60.725	-103.375	-132.575	-92.575	-107.85	-5.3	2.125	1.975	-4.775	6.25	38.1	95.7	2.0	2.0	0.0	0.0	0.31375	0
Neg_25	2.0	2.0	3.0	3.0	5.0	5.0	213.0	10.0	40.0	13.0	30.0	20.0	0.0	67.0	43.0	213.0	1109.31425	855.7123	253.60195	2.05957	7637.394	5075.095	2562.299	125411.7722154	142597.157251489	207321.712840749	0.60491	0.68781	0.07081	0.0	0.79152	1e-05	5.78939736685859	22.5513096570518	-9.72072574371093	-3.0000247210711	-57.9	69.12	28.98	94.33	-135.63	-74.55	-61.1	-151.35	44.53	8.0	2.0	0.0	0.0	3.411	3.958	53.229	83.75	-4.59	-136.62	-119.9	-82.45	-1.73	-13.12	22.34	-24.01	16.2	37.75	44.53	8.0	2.0	0.0	0.0	0.5775	0
Neg_26	2.0	2.0	2.0	0.0	4.0	2.0	130.0	6.0	24.0	8.0	20.0	12.0	0.0	40.0	26.0	130.0	649.99618	422.9621	227.03408	2.18747	2422.695	1599.645	823.05	49479.5483271096	100353.066035894	130878.780756043	0.37806	0.76676	0.1711	1e-05	0.52879	2e-05	5.1631226058755	19.880125708076	-8.22850847171742	-2.67144966729354	-77.71667	-103.05	29.71667	105.26667	-138.31667	-86.65	-51.83333	-86.65	69.3	4.0	2.0	0.0	0.0	3.35167	3.495	66.62833	96.0	-128.85	-136.31667	-108.31667	-106.4	-3.65	-6.61667	14.0	-16.25	12.46667	41.71667	69.3	4.0	1.0	1.0	0.0	0.834	0
Neg_27	3.0	5.0	6.0	1.0	9.0	6.0	324.0	15.0	60.0	21.0	48.0	30.0	0.0	99.0	66.0	324.0	1777.82433	1444.51892	333.30541	2.15333	13305.341	8159.306	5146.035	205662.165261353	403082.671925163	463158.001614712	0.44404	0.87029	0.12985	0.0	0.5756	0.0	6.18755137957948	24.0709928001209	-10.1340474496932	-3.24590061900829	-5.3	-29.79333	23.56667	86.00667	-125.74667	-57.62	-44.13333	-137.35333	60.06	13.0	2.0	0.0	0.0	3.48333	4.066	39.76	46.74	-32.24667	-60.86667	-92.44	-77.46667	1.13333	-21.34	32.5	-32.48	19.74	40.37333	60.06	12.0	1.0	1.0	1.0	0.378	0
Neg_28	2.0	1.0	2.0	1.0	4.0	2.0	195.0	6.0	24.0	8.0	20.0	12.0	0.0	40.0	26.0	130.0	953.5487	919.73512	33.81358	1.78731	5693.845	4552.826	1141.019	53726.5820588129	58583.2250344347	82484.3895878028	0.65135	0.71023	0.05418	1e-05	0.82744	1e-05	5.66704584463436	22.0302516190696	-9.10889450793508	-2.62858265647831	10.03333	62.63333	93.65	82.61667	-93.68333	-80.5	-73.16667	-109.21667	71.6	6.0	0.0	0.0	0.0	4.44167	4.585	38.56333	160.91667	0.61667	-99.03333	-146.43333	-127.78333	4.41667	-26.21667	36.75	-35.21667	19.4	38.11667	71.6	5.0	0.0	0.0	1.0	0.57917	0
Neg_29	4.0	5.0	7.0	3.0	11.0	8.0	409.0	19.0	76.0	26.0	60.0	38.0	0.0	126.0	83.0	409.0	2774.44969	2169.42792	605.02177	2.01658	2505.044	1675.55	829.494	336748.485084587	735554.781853785	783348.287045599	0.42988	0.93899	0.14226	0.0	0.54442	0.0	6.52022914027779	25.6985910080233	-10.9775065595259	-3.53795989558038	-24.52632	113.35789	36.75789	83.35263	-130.53158	-66.37895	-64.21053	-123.92105	23.03158	18.0	1.0	0.0	0.0	4.20526	4.41684	37.97421	153.81053	-56.68947	-126.54737	-112.70526	-108.44211	1.18947	-21.84737	33.15789	-33.38421	20.27895	38.30526	23.03158	18.0	1.0	0.0	0.0	0.59237	0
Neg_30	0.0	1.0	1.0	2.0	1.0	3.0	83.0	4.0	16.0	5.0	10.0	8.0	0.0	27.0	17.0	83.0	203.72463	171.11866	32.60597	2.4391	2995.33	2033.426	961.904	11935.6532651951	41547.4191300069	46142.9622122704	0.25867	0.90041	0.25866	2e-05	0.35941	8e-05	4.59918144345072	17.4041486210726	-6.97762691317911	-2.18113971532447	-69.35	83.9	56.025	83.025	-159.025	-69.875	-89.25	-159.075	19.975	4.0	0.0	0.0	0.0	4.335	4.51	22.4125	166.625	-89.125	-147.95	-140.5	-123.35	-0.95	-23.45	37.55	-39.1	25.25	39.95	19.975	4.0	0.0	0.0	0.0	0.88325	0
Neg_31	2.0	3.0	3.0	2.0	5.0	5.0	205.0	10.0	38.0	12.0	30.0	20.0	0.0	65.0	40.0	205.0	1581.98199	1264.37576	317.60623	1.92809	11294.905	6139.733	5155.172	150347.417487527	156204.163974752	239422.575929666	0.62796	0.65242	0.07138	0.0	0.82612	0.0	5.78821276022731	22.9474120537534	-9.73456787475613	-3.02000735740157	-16.74	-1.13	30.16	86.54	-94.42	-61.41	-68.7	-81.7	33.76	9.0	1.0	0.0	0.0	3.83333	4.00222	33.64111	132.83	-72.85	-70.25	-103.25	-35.85	-0.46	-19.33	30.76	-31.81	20.28	38.04	33.76	8.0	1.0	0.0	0.0	0.3851	0
Neg_32	1.0	0.0	1.0	2.0	2.0	2.0	85.0	4.0	16.0	5.0	12.0	8.0	0.0	27.0	17.0	85.0	987.60394	717.09522	270.50872	1.8261	19230.904	12926.865	6304.039	13635.9040573695	51695.4359864721	55962.4623461955	0.24366	0.92375	0.27197	2e-05	0.33726	7e-05	4.84851707209069	19.6037168930063	-8.40595334591406	-2.52079021393854	90.36667	11.5	125.275	78.075	-156.96667	-76.6	-80.33333	-104.575	14.05	4.0	0.0	0.0	0.0	1.31333	4.6	27.47	171.0	-159.45	-137.1	-132.6	-118.8	3.025	-26.8	38.95	-38.1	22.275	40.55	14.05	4.0	0.0	0.0	0.0		0
Neg_33	3.0	2.0	5.0	2.0	8.0	4.0	261.0	12.0	48.0	17.0	40.0	24.0	0.0	79.0	53.0	261.0	1175.92168	909.03586	266.88582	2.54385	7012.598	4710.218	2302.38	154209.44063894	179495.014430324	220591.200562894	0.69907	0.8137	0.03217	0.0	0.83462	1e-05	5.86918874882537	22.098030173206	-9.24407520395668	-2.9549186151721	-15.59167	31.85	61.7	107.06667	-111.09167	-26.66667	5.5	-110.90833	121.60833	8.0	4.0	0.0	0.0	2.63417	3.42417	55.52833	102.225	-57.53333	-50.45833	-93.80833	-36.25833	0.8	-10.16667	15.14167	-15.00833	8.98333	38.51667	121.60833	6.0	3.0	1.0	2.0	0.14575	0
Neg_34	1.0	0.0	2.0	1.0	3.0	1.0	88.0	4.0	16.0	6.0	14.0	8.0	0.0	26.0	18.0	88.0	623.17182	518.10816	105.06366	1.93649	10565.412	6287.223	4278.189	13041.0910723138	43574.3601016726	48712.8058008857	0.26771	0.89452	0.25116	2e-05	0.37144	7e-05	4.8863713870819	19.147057473402	-7.77942133824821	-2.30239287720753	-72.2	0.5	55.275	81.725	-160.35	-66.05	-94.5	-162.975	13.325	4.0	0.0	0.0	0.0	4.535	4.6275	24.9325	167.575	97.625	-148.375	-129.175	-125.95	3.85	-28.5	40.975	-39.7	22.675	42.15	13.325	4.0	0.0	0.0	0.0	0.52825	0
Neg_35	7.0	4.0	7.0	5.0	14.0	9.0	495.0	23.0	92.0	30.0	74.0	46.0	0.0	154.0	99.0	495.0	3144.4641	2573.2559	571.2082	2.04743	5583.937	3890.475	1693.462	413982.537076457	770134.83868869	872859.067324426	0.47428	0.88231	0.11398	0.0	0.60377	0.0	6.71701017311474	26.5024467285639	-11.3706279084031	-3.62904654210335	-43.67391	78.79565	54.1	86.32174	-137.35652	-36.35652	-22.65217	-159.75652	27.47391	21.0	2.0	0.0	0.0	4.17913	4.37478	48.21043	133.13043	-55.55217	-98.22174	-109.87826	-79.99565	0.5913	-20.04783	30.85217	-31.36522	19.38696	38.36087	27.47391	21.0	2.0	0.0	0.0	0.63217	0
Neg_36	2.0	4.0	5.0	0.0	7.0	4.0	239.0	11.0	44.0	16.0	36.0	22.0	0.0	72.0	49.0	239.0	1876.51283	1470.74977	405.76306	1.89199	2541.006	1696.747	844.259	141710.87756746	226507.105267705	262074.812203645	0.54073	0.86428	0.0819	0.0	0.6745	1e-05	5.94971519810924	23.7221504136128	-10.217632453442	-3.2002418938913	-35.72727	69.96364	39.09091	94.99091	-141.99091	-66.51818	-42.81818	-94.7	49.91818	8.0	2.0	0.0	0.0	3.76545	3.84182	50.58545	83.55455	-90.66364	-91.39091	-91.20909	-104.63636	-5.64545	-9.27273	19.79091	-23.6	18.33636	37.44545	49.91818	8.0	2.0	0.0	0.0	0.45855	0
Neg_37	0.0	2.0	1.0	2.0	1.0	4.0	103.0	5.0	20.0	6.0	12.0	10.0	0.0	34.0	21.0	103.0	1002.7402	768.46035	234.27985	1.83694	7375.766	5072.098	2303.668	25126.9846798426	43555.9896223609	53207.7642024026	0.47224	0.8186	0.11394	2e-05	0.61843	3e-05	5.05814238538667	19.8314979928299	-8.5030373580499	-2.55226764815818	-27.18	94.28	82.16	111.56	-131.62	55.38	29.0	-142.28	90.34	2.0	3.0	0.0	0.0	2.348	2.928	39.67	36.18	-88.06	21.96	-62.68	-35.16	-18.98	13.52	-3.22	-7.48	16.48	42.86	90.34	2.0	2.0	0.0	0.0	0.2338	0
Neg_38	1.0	3.0	1.0	1.0	2.0	4.0	125.0	6.0	24.0	7.0	16.0	12.0	0.0	41.0	25.0	125.0	587.48674	500.53751	86.94923	2.24757	7455.336	5141.681	2313.655	30451.513315068	83427.6866107243	97120.3826626788	0.31354	0.85901	0.21475	1e-05	0.43296	3e-05	5.1341649776316	19.5465138748206	-8.05661494498609	-2.46024778531601	-31.51667	109.46667	19.7	82.65	-143.68333	-77.31667	-66.5	-162.7	17.76667	6.0	0.0	0.0	0.0	4.35	4.57	23.22833	169.0	-57.31667	-149.43333	-137.15	-118.66667	0.61667	-25.0	38.53333	-39.05	24.33333	40.7	17.76667	6.0	0.0	0.0	0.0	0.71283	0
Neg_39	2.0	2.0	0.0	0.0	2.0	2.0	84.0	4.0	16.0	4.0	12.0	8.0	0.0	28.0	16.0	84.0	492.2087	361.78487	130.42383	2.00725	4328.196	2947.682	1380.514	15693.3997282223	51873.4154624927	59804.0176793348	0.26241	0.86739	0.25467	2e-05	0.36963	6e-05	4.80992129257772	19.257941271033	-7.78212482418404	-2.40141517840593	-10.025	158.325	51.1	103.05	-125.825	60.9	83.25	-65.7	136.6	3.0	1.0	0.0	0.0	3.3375	3.6575	75.495	52.5	-12.65	5.025	15.525	10.5	-2.4	-9.125	16.475	-18.4	13.2	37.025	136.6	2.0	1.0	0.0	1.0		0
